type,date,mean,median
land,2022-03-01,0.6322035988810186,0.3250403564555362
land,2022-04-01,0.6794004176963603,0.3620345631856541
land,2022-05-01,0.6424667486213343,0.3517583505054216
land,2022-06-01,0.6232881830199518,0.31251935598540315
land,2022-07-01,0.39142548536162386,0.09599048911042848
land,2022-08-01,0.5883558167779053,0.22949670651947557
land,2022-09-01,0.6649862731127529,0.3525567017785728
land,2022-10-01,0.650827761418756,0.34471647966536445
land,2022-11-01,0.6140748990733943,0.3166820057817885
land,2022-12-01,0.5774107222708135,0.27662764620550717
land,2023-01-01,0.56375372634466,0.25060006370637533
land,2023-02-01,0.5917709198858072,0.30091893300451916
land,2023-03-01,0.6817891930439554,0.34537300686291694
land,2023-04-01,0.7122025853247479,0.4111146352931202
land,2023-05-01,0.6796660207363339,0.3602098156422712
land,2023-06-01,0.650825642180939,0.3190348399471983
land,2023-07-01,0.6078620989681875,0.2730832346864729
land,2023-08-01,0.6264008298113127,0.29909883959604133
land,2023-09-01,0.6455433597702038,0.3534920466077608
land,2023-10-01,0.6988899246772614,0.3891829129471317
land,2023-11-01,0.759483592647067,0.43992766386418436
land,2023-12-01,0.6297459998982529,0.29727458454195455
land,2024-01-01,0.5943007693481726,0.26653168831775487
ocean,2014-01-01,0.0284360665434795,0.015529445245541736
ocean,2014-02-01,0.05427190624889904,0.04350363241727976
ocean,2014-03-01,0.05346593326809727,0.037971990638871175
ocean,2014-04-01,0.0971382790212748,0.0864419994151257
ocean,2014-05-01,-0.0049233421323014665,-0.007433898137043359
ocean,2014-06-01,-0.040947897996840135,-0.05514322909234069
ocean,2014-07-01,0.0029006083144268203,-0.009748808750211495
ocean,2014-08-01,0.07297024448905234,0.0634501727959533
ocean,2014-09-01,0.04017613975687648,0.028570880814185545
ocean,2014-10-01,0.01343323673117276,-0.007828678763855424
ocean,2014-11-01,-0.1317818646812553,-0.14996542294062085
ocean,2014-12-01,0.005026760345051332,-0.022641581224114464
ocean,2015-01-01,0.053792702848270486,0.037801236446277836
ocean,2015-02-01,0.14101346915315416,0.12799197501006943
ocean,2015-03-01,0.11113414178269099,0.09239226648719387
ocean,2015-04-01,0.0305856545827666,0.01145694836696353
ocean,2015-05-01,-0.02196468059200502,-0.03158108577430589
ocean,2015-06-01,-0.0057345904105923886,-0.019964547954132928
ocean,2015-07-01,-0.027383182181094798,-0.04065065490664944
ocean,2015-08-01,-0.022691708117285506,-0.04044745060069598
ocean,2015-09-01,0.0035900660169714965,-0.019899333947655813
ocean,2015-10-01,0.03701614325736078,0.009270503733687681
ocean,2015-11-01,0.028702830668426573,0.015837847257522544
ocean,2015-12-01,-0.011333261977011054,-0.03349113602360804
ocean,2016-01-01,-0.06449796617692,-0.07912276600155885
ocean,2016-02-01,-0.04206444316353375,-0.05118600923963346
ocean,2016-03-01,-0.016213387183422426,-0.032224498434629795
ocean,2016-04-01,0.05779416624867315,0.03946999960101076
ocean,2016-05-01,0.0600434526335113,0.053069932272270845
ocean,2016-06-01,-0.009141646590985306,-0.020548179671068215
ocean,2016-07-01,-0.03476061126325399,-0.05409765119734223
ocean,2016-08-01,-0.03202429392585586,-0.04560594211259049
ocean,2016-09-01,0.013870151940589017,-0.0031165047976358523
ocean,2016-10-01,0.041063833634912575,0.020658153058307108
ocean,2016-11-01,-0.007901728979464007,-0.02359980264780287
ocean,2016-12-01,-0.061196555770685244,-0.0747858742584688
ocean,2017-01-01,0.06117533747727926,0.04597930546284965
ocean,2017-02-01,0.15498380410099605,0.14430284705720106
ocean,2017-03-01,0.20912793530564677,0.18095678019183606
ocean,2017-04-01,0.2713625704952525,0.25039995818255645
ocean,2017-05-01,0.2265782706967003,0.2147939334229643
ocean,2017-06-01,0.14787728778425577,0.1354132336934544
ocean,2017-07-01,0.13062241732390437,0.11550981883586675
ocean,2017-08-01,0.1591383474989141,0.14599872201178632
ocean,2017-09-01,0.22189349040726866,0.2089302481060205
ocean,2017-10-01,0.27432690695172224,0.25077013285867894
ocean,2017-11-01,0.2096428519820396,0.2005399038073642
ocean,2017-12-01,0.152144901843861,0.14216863426596907
ocean,2018-01-01,0.13701938523537716,0.12180494011092907
ocean,2018-02-01,0.16413615565896938,0.15398398798311566
ocean,2018-03-01,0.2249947648667782,0.20794093236929395
ocean,2018-04-01,0.2676901708610707,0.24904737667834126
ocean,2018-05-01,0.21055183318272191,0.20017699769318958
ocean,2018-06-01,0.15783116192541682,0.13981115253887197
ocean,2018-07-01,0.1638660312376741,0.15331033493315177
ocean,2018-08-01,0.14690163848808374,0.13342364251638036
ocean,2018-09-01,0.16140202833226192,0.14615538073965637
ocean,2018-10-01,0.1972271502958621,0.1752831888644958
ocean,2018-11-01,0.177106527095347,0.15678471159963364
ocean,2018-12-01,0.12430164852727602,0.10342357479903873
ocean,2019-01-01,0.05049172562887398,0.034716458194371275
ocean,2019-02-01,0.10053694946666472,0.08944370434627993
ocean,2019-03-01,0.14929866753097068,0.12716267501802697
ocean,2019-04-01,0.20048612468457316,0.18464299268847964
ocean,2019-05-01,0.16784955724699002,0.16036139128128496
ocean,2019-06-01,0.14576224185208234,0.12962327069108126
ocean,2019-07-01,0.11890028140209889,0.10767989530173397
ocean,2019-08-01,0.11321188053533394,0.09887105932727686
ocean,2019-09-01,0.13869840933973554,0.12069785021691795
ocean,2019-10-01,0.18990870995532314,0.1723566353346613
ocean,2019-11-01,0.17905035485759468,0.1704276318535896
ocean,2019-12-01,0.10578274447905951,0.09376487828062727
ocean,2020-01-01,0.021173741135176272,0.011260406110603383
ocean,2020-02-01,0.220449997392194,0.20655505253440093
ocean,2020-03-01,0.2651251552377588,0.25317516429491405
ocean,2020-04-01,0.30904759598453996,0.29052580708835873
ocean,2020-05-01,0.2417392869829862,0.22683331306461282
ocean,2020-06-01,0.22118227816443461,0.20100899482467402
ocean,2020-07-01,0.20697927734349597,0.18187593557613171
ocean,2020-08-01,0.2014659120662463,0.1805120501392622
ocean,2020-09-01,0.21810655524835645,0.20621706705455833
ocean,2020-10-01,0.2430523376751922,0.2256421487349739
ocean,2020-11-01,0.24839792648498102,0.23699993916265197
ocean,2020-12-01,0.20114241899644017,0.1823467132315406
ocean,2021-01-01,0.17462651678589455,0.16780471490629428
ocean,2021-02-01,0.18033077951302104,0.16358719200662253
ocean,2021-03-01,0.2650210738416669,0.25192886611132903
ocean,2021-04-01,0.30280970136232366,0.29301004305118017
ocean,2021-05-01,0.24413640008574386,0.2308487010943574
ocean,2021-06-01,0.2273341493968265,0.2012019922594911
ocean,2021-07-01,0.20579567435495177,0.18406132416062693
ocean,2021-08-01,0.27273651159242884,0.2646566372488363
ocean,2021-09-01,0.20356858306223127,0.19233025989482455
ocean,2021-10-01,0.28584921825809967,0.2537084707651437
ocean,2021-11-01,0.24289515360112582,0.23934382426575634
ocean,2021-12-01,0.21768952774424147,0.20586811877154068
ocean,2022-01-01,0.19657437841448783,0.18637858854682995
ocean,2022-02-01,0.23010505463025008,0.22400865106438417
ocean,2022-03-01,0.2708201407275539,0.2549330640569675
ocean,2022-04-01,0.30057244297880054,0.289552723757142
ocean,2022-05-01,0.2812204765659661,0.2716187904232322
ocean,2022-06-01,0.25743652734517936,0.23483247223290948
ocean,2022-07-01,0.062029519154887934,0.026735903440813218
ocean,2022-08-01,0.17798616424811115,0.1611880161488368
ocean,2022-09-01,0.2862120841482671,0.2674799502302996
ocean,2022-10-01,0.2769998909642365,0.26185040747151395
ocean,2022-11-01,0.24725601471587824,0.23728542491193122
ocean,2022-12-01,0.213565017801036,0.19720969507606073
ocean,2023-01-01,0.2135044422924387,0.19988388534757884
ocean,2023-02-01,0.25053080687896445,0.2436455200367062
ocean,2023-03-01,0.31689861774377925,0.28145318844135814
ocean,2023-04-01,0.36785771489889985,0.3519726182299505
ocean,2023-05-01,0.3059115599159825,0.2921059138209684
ocean,2023-06-01,0.28233018122393855,0.2437647123420637
ocean,2023-07-01,0.2458887046094996,0.2328118025091582
ocean,2023-08-01,0.2576976154052933,0.2541484043560833
ocean,2023-09-01,0.2920173738606282,0.2769320853722612
ocean,2023-10-01,0.3150339145703821,0.30216166826722224
ocean,2023-11-01,0.3693950257409313,0.3578473245344113
ocean,2023-12-01,0.23208650150474178,0.21929252242747485
ocean,2024-01-01,0.20957118138347555,0.19970894113075904
