site_name,site_type,date_commissioned,image_date,image_value,mean_image_value,min_image_value,max_image_value,site_id,year_commissioned,year_image,month_commissioned,month_image,group,time_period
tree_21,tree,2014-01-01,2022-12-01,0.303155154282108,0.20763090560077407,-0.4755664227033359,0.8908282339048841,94,2014,2022,1,12,0,107
tree_22,tree,2014-01-01,2022-12-01,0.2799739129991762,0.2504913899810563,-0.4327059383230537,0.9336887182851664,95,2014,2022,1,12,0,107
tree_23,tree,2014-01-01,2022-12-01,0.3197160860685499,0.21125556802122736,-0.4719417602828826,0.8944528963253373,96,2014,2022,1,12,0,107
tree_24,tree,2014-01-01,2022-12-01,0.2653757729909856,0.32154463599673766,-0.3616526923073723,1.0047419643008475,97,2014,2022,1,12,0,107
tree_25,tree,2014-01-01,2022-12-01,0.2837159619988043,0.21634245312823508,-0.4668548751758749,0.899539781432345,98,2014,2022,1,12,0,107
tree_26,tree,2014-01-01,2022-12-01,0.2649695720037103,0.19958587349496337,-0.4836114548091466,0.8827832017990733,99,2014,2022,1,12,0,107
tree_27,tree,2014-01-01,2022-12-01,0.2776069034870381,0.2663618256833411,-0.4168355026207689,0.949559153987451,100,2014,2022,1,12,0,107
tree_28,tree,2014-01-01,2022-12-01,0.3178448876970516,0.2074945425784819,-0.4757027857256281,0.8906918708825918,101,2014,2022,1,12,0,107
tree_29,tree,2014-01-01,2022-12-01,0.2708331465689662,0.2402479340176515,-0.44294939428645846,0.9234452623217616,102,2014,2022,1,12,0,107
tree_30,tree,2014-01-01,2022-12-01,0.2707115498473156,0.24069214365401495,-0.44250518465009503,0.9238894719581248,104,2014,2022,1,12,0,107
tree_31,tree,2014-01-01,2022-12-01,0.2209538100098569,0.26343705933565237,-0.4197602689684576,0.9466343876397624,105,2014,2022,1,12,0,107
tree_32,tree,2014-01-01,2022-12-01,0.2552858465244202,0.20312514023419684,-0.48007218806991314,0.8863224685383068,106,2014,2022,1,12,0,107
tree_33,tree,2014-01-01,2022-12-01,0.2265778740060924,0.2179566845081665,-0.4652406437959435,0.9011540128122764,107,2014,2022,1,12,0,107
tree_34,tree,2014-01-01,2022-12-01,0.2751369717345732,0.22316488522151903,-0.46003244308259095,0.906362213525629,108,2014,2022,1,12,0,107
tree_35,tree,2014-01-01,2022-12-01,0.2781837215705784,0.19015846573921005,-0.4930388625648999,0.87335579404332,109,2014,2022,1,12,0,107
tree_36,tree,2014-01-01,2022-12-01,0.2596845692530914,0.1955549631071296,-0.48764236519698034,0.8787522914112396,110,2014,2022,1,12,0,107
tree_37,tree,2014-01-01,2022-12-01,0.2811752363288473,0.2232365897204118,-0.4599607385836981,0.9064339180245218,111,2014,2022,1,12,0,107
tree_38,tree,2014-01-01,2022-12-01,0.2603113680006316,0.2068521119946949,-0.47634521630941506,0.8900494402988048,112,2014,2022,1,12,0,107
tree_39,tree,2014-01-01,2022-12-01,0.2470276016051993,0.20830195843157348,-0.4748953698725365,0.8914992867356835,113,2014,2022,1,12,0,107
tree_40,tree,2014-01-01,2022-12-01,0.5506610846069364,0.4221498518997111,-0.26104747640439885,1.105347180203821,115,2014,2022,1,12,0,107
tree_41,tree,2014-01-01,2022-12-01,0.2517600089041819,0.26055652884465474,-0.4226407994594552,0.9437538571487648,116,2014,2022,1,12,0,107
tree_42,tree,2014-01-01,2022-12-01,0.2366049576893023,0.2626369619104255,-0.4205603663936845,0.9458342902145356,117,2014,2022,1,12,0,107
tree_43,tree,2014-01-01,2022-12-01,0.2838757073902262,0.21006846571147825,-0.4731288625926317,0.8932657940155881,118,2014,2022,1,12,0,107
tree_44,tree,2014-01-01,2022-12-01,0.4319648252265666,0.23882043908914932,-0.44437688921496066,0.9220177673932592,119,2014,2022,1,12,0,107
tree_45,tree,2014-01-01,2022-12-01,0.2746042328207023,0.1968536362578048,-0.4863436920463052,0.8800509645619148,120,2014,2022,1,12,0,107
tree_46,tree,2014-01-01,2022-12-01,0.259582492104321,0.2091654160525304,-0.47403191225157953,0.8923627443566404,121,2014,2022,1,12,0,107
tree_47,tree,2014-01-01,2022-12-01,0.2647652607201567,0.21074924961045463,-0.4724480786936553,0.8939465779145646,122,2014,2022,1,12,0,107
tree_48,tree,2014-01-01,2022-12-01,0.255653928953282,0.2155312041718945,-0.4676661241322154,0.8987285324760045,123,2014,2022,1,12,0,107
tree_49,tree,2014-01-01,2022-12-01,0.2598499597098584,0.19708879902930557,-0.4861085292748044,0.8802861273334155,124,2014,2022,1,12,0,107
tree_50,tree,2014-01-01,2022-12-01,0.2804545521465936,0.20260961065649571,-0.4805877176476142,0.8858069389606057,126,2014,2022,1,12,0,107
tree_51,tree,2014-01-01,2022-12-01,0.2535815210730097,0.2059793748643486,-0.47721795343976137,0.8891767031684585,127,2014,2022,1,12,0,107
tree_52,tree,2014-01-01,2022-12-01,0.2980881214288262,0.2664366813203302,-0.41676064698377974,0.9496340096244402,128,2014,2022,1,12,0,107
tree_53,tree,2014-01-01,2022-12-01,0.2169762565769294,0.22536838589674507,-0.4578289424073649,0.908565714200855,129,2014,2022,1,12,0,107
tree_54,tree,2014-01-01,2022-12-01,0.2827554615891272,0.208296502254918,-0.4749008260491919,0.891493830559028,130,2014,2022,1,12,0,107
tree_0,tree,2014-01-01,2023-01-01,0.1729565167956912,0.25398987244467014,-0.4292074558594398,0.93718720074878,80,2014,2023,1,1,0,108
tree_1,tree,2014-01-01,2023-01-01,0.1443864098233357,0.23763950916756793,-0.445557819136542,0.920836837471678,81,2014,2023,1,1,0,108
tree_2,tree,2014-01-01,2023-01-01,0.1785161417920195,0.20925047017778023,-0.4739468581263297,0.8924477984818902,92,2014,2023,1,1,0,108
tree_3,tree,2014-01-01,2023-01-01,0.1707215778199985,0.20567965530344923,-0.4775176730006607,0.8888769836075592,103,2014,2023,1,1,0,108
tree_4,tree,2014-01-01,2023-01-01,0.1401739151617936,0.201780376966838,-0.4814169513372719,0.884977705270948,114,2014,2023,1,1,0,108
tree_5,tree,2014-01-01,2023-01-01,0.2288465235906488,0.24596762740859987,-0.43722970089551005,0.92916495571271,125,2014,2023,1,1,0,108
tree_6,tree,2014-01-01,2023-01-01,0.1659907544814614,0.19614922787930816,-0.48704810042480184,0.8793465561834181,131,2014,2023,1,1,0,108
tree_7,tree,2014-01-01,2023-01-01,0.1456065226662851,0.22065971864712336,-0.4625376096569866,0.9038570469512331,132,2014,2023,1,1,0,108
tree_8,tree,2014-01-01,2023-01-01,0.1430979069726035,0.22024804314827584,-0.4629492851558341,0.9034453714523858,133,2014,2023,1,1,0,108
tree_9,tree,2014-01-01,2023-01-01,0.163678657719811,0.2066558921981465,-0.47654143610596345,0.8898532205022565,134,2014,2023,1,1,0,108
tree_10,tree,2014-01-01,2023-01-01,0.1548171284888269,0.2134168211403355,-0.46978050716377445,0.8966141494444455,82,2014,2023,1,1,0,108
tree_11,tree,2014-01-01,2023-01-01,0.2046841934266405,0.22039722700936032,-0.4628001012947496,0.9035945553134704,83,2014,2023,1,1,0,108
tree_12,tree,2014-01-01,2023-01-01,0.1755073082616885,0.2019421466106771,-0.4812551816934328,0.8851394749147871,84,2014,2023,1,1,0,108
tree_13,tree,2014-01-01,2023-01-01,0.1958611579212151,0.21508243080322276,-0.4681148975008872,0.8982797591073327,85,2014,2023,1,1,0,108
tree_14,tree,2014-01-01,2023-01-01,0.1713392211471361,0.204602611321553,-0.47859471698255696,0.887799939625663,86,2014,2023,1,1,0,108
tree_15,tree,2014-01-01,2023-01-01,0.1946270475726814,0.2122490989264463,-0.4709482293776637,0.8954464272305562,87,2014,2023,1,1,0,108
tree_16,tree,2014-01-01,2023-01-01,0.1653782822715837,0.20542906948166664,-0.47776825882244334,0.8886263977857766,88,2014,2023,1,1,0,108
tree_17,tree,2014-01-01,2023-01-01,0.1587375850016757,0.20444999049275636,-0.4787473378113536,0.8876473187968663,89,2014,2023,1,1,0,108
tree_18,tree,2014-01-01,2023-01-01,0.2114355384822704,0.2079087902425157,-0.4752885380615942,0.8911061185466257,90,2014,2023,1,1,0,108
tree_19,tree,2014-01-01,2023-01-01,0.1578239369717592,0.22281001104456863,-0.4603873172595413,0.9060073393486786,91,2014,2023,1,1,0,108
tree_20,tree,2014-01-01,2023-01-01,0.1342158922372144,0.2420150211581639,-0.4411823071459461,0.9252123494622738,93,2014,2023,1,1,0,108
tree_21,tree,2014-01-01,2023-01-01,0.1575529951319167,0.20763090560077407,-0.4755664227033359,0.8908282339048841,94,2014,2023,1,1,0,108
tree_22,tree,2014-01-01,2023-01-01,0.1972011808709681,0.2504913899810563,-0.4327059383230537,0.9336887182851664,95,2014,2023,1,1,0,108
tree_23,tree,2014-01-01,2023-01-01,0.1386337919629897,0.21125556802122736,-0.4719417602828826,0.8944528963253373,96,2014,2023,1,1,0,108
tree_24,tree,2014-01-01,2023-01-01,0.1919071971562956,0.32154463599673766,-0.3616526923073723,1.0047419643008475,97,2014,2023,1,1,0,108
tree_25,tree,2014-01-01,2023-01-01,0.1539192082638772,0.21634245312823508,-0.4668548751758749,0.899539781432345,98,2014,2023,1,1,0,108
tree_26,tree,2014-01-01,2023-01-01,0.1799137465865179,0.19958587349496337,-0.4836114548091466,0.8827832017990733,99,2014,2023,1,1,0,108
tree_27,tree,2014-01-01,2023-01-01,0.7415363524362758,0.2663618256833411,-0.4168355026207689,0.949559153987451,100,2014,2023,1,1,0,108
tree_28,tree,2014-01-01,2023-01-01,0.1712004559629337,0.2074945425784819,-0.4757027857256281,0.8906918708825918,101,2014,2023,1,1,0,108
tree_29,tree,2014-01-01,2023-01-01,0.2397565651464714,0.2402479340176515,-0.44294939428645846,0.9234452623217616,102,2014,2023,1,1,0,108
tree_30,tree,2014-01-01,2023-01-01,0.2135758118925401,0.24069214365401495,-0.44250518465009503,0.9238894719581248,104,2014,2023,1,1,0,108
tree_31,tree,2014-01-01,2023-01-01,0.2159598586018505,0.26343705933565237,-0.4197602689684576,0.9466343876397624,105,2014,2023,1,1,0,108
tree_32,tree,2014-01-01,2023-01-01,0.1622320670118713,0.20312514023419684,-0.48007218806991314,0.8863224685383068,106,2014,2023,1,1,0,108
tree_33,tree,2014-01-01,2023-01-01,0.2143848943889344,0.2179566845081665,-0.4652406437959435,0.9011540128122764,107,2014,2023,1,1,0,108
tree_34,tree,2014-01-01,2023-01-01,0.1623013764155924,0.22316488522151903,-0.46003244308259095,0.906362213525629,108,2014,2023,1,1,0,108
tree_35,tree,2014-01-01,2023-01-01,0.1379224095325227,0.19015846573921005,-0.4930388625648999,0.87335579404332,109,2014,2023,1,1,0,108
tree_36,tree,2014-01-01,2023-01-01,0.1700662003846427,0.1955549631071296,-0.48764236519698034,0.8787522914112396,110,2014,2023,1,1,0,108
tree_37,tree,2014-01-01,2023-01-01,0.17592973816549,0.2232365897204118,-0.4599607385836981,0.9064339180245218,111,2014,2023,1,1,0,108
tree_38,tree,2014-01-01,2023-01-01,0.1475037760408351,0.2068521119946949,-0.47634521630941506,0.8900494402988048,112,2014,2023,1,1,0,108
tree_39,tree,2014-01-01,2023-01-01,0.1744190775964116,0.20830195843157348,-0.4748953698725365,0.8914992867356835,113,2014,2023,1,1,0,108
tree_40,tree,2014-01-01,2023-01-01,0.5435533244974559,0.4221498518997111,-0.26104747640439885,1.105347180203821,115,2014,2023,1,1,0,108
tree_41,tree,2014-01-01,2023-01-01,0.3237325302089864,0.26055652884465474,-0.4226407994594552,0.9437538571487648,116,2014,2023,1,1,0,108
tree_42,tree,2014-01-01,2023-01-01,0.1960018242853669,0.2626369619104255,-0.4205603663936845,0.9458342902145356,117,2014,2023,1,1,0,108
tree_43,tree,2014-01-01,2023-01-01,0.1395514638252123,0.21006846571147825,-0.4731288625926317,0.8932657940155881,118,2014,2023,1,1,0,108
tree_44,tree,2014-01-01,2023-01-01,0.28486877124021,0.23882043908914932,-0.44437688921496066,0.9220177673932592,119,2014,2023,1,1,0,108
tree_45,tree,2014-01-01,2023-01-01,0.1362938380301915,0.1968536362578048,-0.4863436920463052,0.8800509645619148,120,2014,2023,1,1,0,108
tree_46,tree,2014-01-01,2023-01-01,0.1753341616053976,0.2091654160525304,-0.47403191225157953,0.8923627443566404,121,2014,2023,1,1,0,108
tree_47,tree,2014-01-01,2023-01-01,0.1635256750772014,0.21074924961045463,-0.4724480786936553,0.8939465779145646,122,2014,2023,1,1,0,108
tree_48,tree,2014-01-01,2023-01-01,0.2060629318578107,0.2155312041718945,-0.4676661241322154,0.8987285324760045,123,2014,2023,1,1,0,108
tree_49,tree,2014-01-01,2023-01-01,0.1884937228844722,0.19708879902930557,-0.4861085292748044,0.8802861273334155,124,2014,2023,1,1,0,108
tree_50,tree,2014-01-01,2023-01-01,0.1625914798262142,0.20260961065649571,-0.4805877176476142,0.8858069389606057,126,2014,2023,1,1,0,108
tree_51,tree,2014-01-01,2023-01-01,0.1527765247764683,0.2059793748643486,-0.47721795343976137,0.8891767031684585,127,2014,2023,1,1,0,108
tree_52,tree,2014-01-01,2023-01-01,0.1586347243628672,0.2664366813203302,-0.41676064698377974,0.9496340096244402,128,2014,2023,1,1,0,108
tree_53,tree,2014-01-01,2023-01-01,0.908565714200855,0.22536838589674507,-0.4578289424073649,0.908565714200855,129,2014,2023,1,1,0,108
tree_54,tree,2014-01-01,2023-01-01,0.1663210950535383,0.208296502254918,-0.4749008260491919,0.891493830559028,130,2014,2023,1,1,0,108
tree_0,tree,2014-01-01,2023-02-01,0.4428732610871505,0.25398987244467014,-0.4292074558594398,0.93718720074878,80,2014,2023,1,2,0,109
tree_1,tree,2014-01-01,2023-02-01,0.3678596619758483,0.23763950916756793,-0.445557819136542,0.920836837471678,81,2014,2023,1,2,0,109
tree_2,tree,2014-01-01,2023-02-01,0.2565192231470031,0.20925047017778023,-0.4739468581263297,0.8924477984818902,92,2014,2023,1,2,0,109
tree_3,tree,2014-01-01,2023-02-01,0.2499220287405139,0.20567965530344923,-0.4775176730006607,0.8888769836075592,103,2014,2023,1,2,0,109
tree_4,tree,2014-01-01,2023-02-01,0.3131588551718848,0.201780376966838,-0.4814169513372719,0.884977705270948,114,2014,2023,1,2,0,109
tree_5,tree,2014-01-01,2023-02-01,0.3360572605693399,0.24596762740859987,-0.43722970089551005,0.92916495571271,125,2014,2023,1,2,0,109
tree_6,tree,2014-01-01,2023-02-01,0.3136705140039438,0.19614922787930816,-0.48704810042480184,0.8793465561834181,131,2014,2023,1,2,0,109
tree_7,tree,2014-01-01,2023-02-01,0.344758664580234,0.22065971864712336,-0.4625376096569866,0.9038570469512331,132,2014,2023,1,2,0,109
tree_8,tree,2014-01-01,2023-02-01,0.2499114090917866,0.22024804314827584,-0.4629492851558341,0.9034453714523858,133,2014,2023,1,2,0,109
tree_9,tree,2014-01-01,2023-02-01,0.2794189224933926,0.2066558921981465,-0.47654143610596345,0.8898532205022565,134,2014,2023,1,2,0,109
tree_10,tree,2014-01-01,2023-02-01,0.2341359958016717,0.2134168211403355,-0.46978050716377445,0.8966141494444455,82,2014,2023,1,2,0,109
tree_11,tree,2014-01-01,2023-02-01,0.2834858084882106,0.22039722700936032,-0.4628001012947496,0.9035945553134704,83,2014,2023,1,2,0,109
tree_12,tree,2014-01-01,2023-02-01,0.2871178897913441,0.2019421466106771,-0.4812551816934328,0.8851394749147871,84,2014,2023,1,2,0,109
tree_13,tree,2014-01-01,2023-02-01,0.2682496340736958,0.21508243080322276,-0.4681148975008872,0.8982797591073327,85,2014,2023,1,2,0,109
tree_14,tree,2014-01-01,2023-02-01,0.2564780703254247,0.204602611321553,-0.47859471698255696,0.887799939625663,86,2014,2023,1,2,0,109
tree_15,tree,2014-01-01,2023-02-01,0.2803719212422987,0.2122490989264463,-0.4709482293776637,0.8954464272305562,87,2014,2023,1,2,0,109
tree_16,tree,2014-01-01,2023-02-01,0.2732476921605379,0.20542906948166664,-0.47776825882244334,0.8886263977857766,88,2014,2023,1,2,0,109
tree_17,tree,2014-01-01,2023-02-01,0.2724207793175882,0.20444999049275636,-0.4787473378113536,0.8876473187968663,89,2014,2023,1,2,0,109
tree_18,tree,2014-01-01,2023-02-01,0.2806598200374025,0.2079087902425157,-0.4752885380615942,0.8911061185466257,90,2014,2023,1,2,0,109
tree_19,tree,2014-01-01,2023-02-01,0.301136648450014,0.22281001104456863,-0.4603873172595413,0.9060073393486786,91,2014,2023,1,2,0,109
tree_20,tree,2014-01-01,2023-02-01,0.4781903367516982,0.2420150211581639,-0.4411823071459461,0.9252123494622738,93,2014,2023,1,2,0,109
tree_21,tree,2014-01-01,2023-02-01,0.2638840088866032,0.20763090560077407,-0.4755664227033359,0.8908282339048841,94,2014,2023,1,2,0,109
tree_22,tree,2014-01-01,2023-02-01,0.9336887182851664,0.2504913899810563,-0.4327059383230537,0.9336887182851664,95,2014,2023,1,2,0,109
tree_23,tree,2014-01-01,2023-02-01,0.2543338674070463,0.21125556802122736,-0.4719417602828826,0.8944528963253373,96,2014,2023,1,2,0,109
tree_24,tree,2014-01-01,2023-02-01,0.2727840480142774,0.32154463599673766,-0.3616526923073723,1.0047419643008475,97,2014,2023,1,2,0,109
tree_25,tree,2014-01-01,2023-02-01,0.2772609403808658,0.21634245312823508,-0.4668548751758749,0.899539781432345,98,2014,2023,1,2,0,109
tree_26,tree,2014-01-01,2023-02-01,0.2843393397216637,0.19958587349496337,-0.4836114548091466,0.8827832017990733,99,2014,2023,1,2,0,109
tree_27,tree,2014-01-01,2023-02-01,0.3417903864369481,0.2663618256833411,-0.4168355026207689,0.949559153987451,100,2014,2023,1,2,0,109
tree_28,tree,2014-01-01,2023-02-01,0.2744950817565236,0.2074945425784819,-0.4757027857256281,0.8906918708825918,101,2014,2023,1,2,0,109
tree_29,tree,2014-01-01,2023-02-01,0.4561942600053199,0.2402479340176515,-0.44294939428645846,0.9234452623217616,102,2014,2023,1,2,0,109
tree_30,tree,2014-01-01,2023-02-01,0.3140617721635919,0.24069214365401495,-0.44250518465009503,0.9238894719581248,104,2014,2023,1,2,0,109
tree_31,tree,2014-01-01,2023-02-01,0.7328311674450741,0.26343705933565237,-0.4197602689684576,0.9466343876397624,105,2014,2023,1,2,0,109
tree_32,tree,2014-01-01,2023-02-01,0.2620720234959514,0.20312514023419684,-0.48007218806991314,0.8863224685383068,106,2014,2023,1,2,0,109
tree_33,tree,2014-01-01,2023-02-01,0.2811950957500835,0.2179566845081665,-0.4652406437959435,0.9011540128122764,107,2014,2023,1,2,0,109
tree_34,tree,2014-01-01,2023-02-01,0.333279362192852,0.22316488522151903,-0.46003244308259095,0.906362213525629,108,2014,2023,1,2,0,109
tree_35,tree,2014-01-01,2023-02-01,0.2932208273181562,0.19015846573921005,-0.4930388625648999,0.87335579404332,109,2014,2023,1,2,0,109
tree_36,tree,2014-01-01,2023-02-01,0.3037695364946438,0.1955549631071296,-0.48764236519698034,0.8787522914112396,110,2014,2023,1,2,0,109
tree_37,tree,2014-01-01,2023-02-01,0.3102009505652711,0.2232365897204118,-0.4599607385836981,0.9064339180245218,111,2014,2023,1,2,0,109
tree_38,tree,2014-01-01,2023-02-01,0.2925021991052385,0.2068521119946949,-0.47634521630941506,0.8900494402988048,112,2014,2023,1,2,0,109
tree_39,tree,2014-01-01,2023-02-01,0.3468346159948431,0.20830195843157348,-0.4748953698725365,0.8914992867356835,113,2014,2023,1,2,0,109
tree_40,tree,2014-01-01,2023-02-01,0.3235092532112011,0.4221498518997111,-0.26104747640439885,1.105347180203821,115,2014,2023,1,2,0,109
tree_41,tree,2014-01-01,2023-02-01,0.3185317809660981,0.26055652884465474,-0.4226407994594552,0.9437538571487648,116,2014,2023,1,2,0,109
tree_42,tree,2014-01-01,2023-02-01,0.4085295318676694,0.2626369619104255,-0.4205603663936845,0.9458342902145356,117,2014,2023,1,2,0,109
tree_43,tree,2014-01-01,2023-02-01,0.2594264425315825,0.21006846571147825,-0.4731288625926317,0.8932657940155881,118,2014,2023,1,2,0,109
tree_44,tree,2014-01-01,2023-02-01,0.3567441351875389,0.23882043908914932,-0.44437688921496066,0.9220177673932592,119,2014,2023,1,2,0,109
tree_45,tree,2014-01-01,2023-02-01,0.2491387957529117,0.1968536362578048,-0.4863436920463052,0.8800509645619148,120,2014,2023,1,2,0,109
tree_46,tree,2014-01-01,2023-02-01,0.2983115690592522,0.2091654160525304,-0.47403191225157953,0.8923627443566404,121,2014,2023,1,2,0,109
tree_47,tree,2014-01-01,2023-02-01,0.2785789943699266,0.21074924961045463,-0.4724480786936553,0.8939465779145646,122,2014,2023,1,2,0,109
tree_48,tree,2014-01-01,2023-02-01,0.3580197920618654,0.2155312041718945,-0.4676661241322154,0.8987285324760045,123,2014,2023,1,2,0,109
tree_49,tree,2014-01-01,2023-02-01,0.2780763860739983,0.19708879902930557,-0.4861085292748044,0.8802861273334155,124,2014,2023,1,2,0,109
tree_50,tree,2014-01-01,2023-02-01,0.2613141215978209,0.20260961065649571,-0.4805877176476142,0.8858069389606057,126,2014,2023,1,2,0,109
tree_51,tree,2014-01-01,2023-02-01,0.2754719763330859,0.2059793748643486,-0.47721795343976137,0.8891767031684585,127,2014,2023,1,2,0,109
tree_52,tree,2014-01-01,2023-02-01,0.283395935276462,0.2664366813203302,-0.41676064698377974,0.9496340096244402,128,2014,2023,1,2,0,109
tree_53,tree,2014-01-01,2023-02-01,0.2807394669311235,0.22536838589674507,-0.4578289424073649,0.908565714200855,129,2014,2023,1,2,0,109
tree_54,tree,2014-01-01,2023-02-01,0.2758470313755924,0.208296502254918,-0.4749008260491919,0.891493830559028,130,2014,2023,1,2,0,109
tree_0,tree,2014-01-01,2023-03-01,0.4005528186093985,0.25398987244467014,-0.4292074558594398,0.93718720074878,80,2014,2023,1,3,0,110
tree_1,tree,2014-01-01,2023-03-01,0.3786418926884276,0.23763950916756793,-0.445557819136542,0.920836837471678,81,2014,2023,1,3,0,110
tree_2,tree,2014-01-01,2023-03-01,0.3638290693573076,0.20925047017778023,-0.4739468581263297,0.8924477984818902,92,2014,2023,1,3,0,110
tree_3,tree,2014-01-01,2023-03-01,0.3608061421302119,0.20567965530344923,-0.4775176730006607,0.8888769836075592,103,2014,2023,1,3,0,110
tree_4,tree,2014-01-01,2023-03-01,0.2986860265569558,0.201780376966838,-0.4814169513372719,0.884977705270948,114,2014,2023,1,3,0,110
tree_5,tree,2014-01-01,2023-03-01,0.47975952672741,0.24596762740859987,-0.43722970089551005,0.92916495571271,125,2014,2023,1,3,0,110
tree_6,tree,2014-01-01,2023-03-01,0.3222352761327683,0.19614922787930816,-0.48704810042480184,0.8793465561834181,131,2014,2023,1,3,0,110
tree_7,tree,2014-01-01,2023-03-01,0.5154048884440958,0.22065971864712336,-0.4625376096569866,0.9038570469512331,132,2014,2023,1,3,0,110
tree_8,tree,2014-01-01,2023-03-01,0.3373373639054995,0.22024804314827584,-0.4629492851558341,0.9034453714523858,133,2014,2023,1,3,0,110
tree_9,tree,2014-01-01,2023-03-01,0.3917909809783006,0.2066558921981465,-0.47654143610596345,0.8898532205022565,134,2014,2023,1,3,0,110
tree_10,tree,2014-01-01,2023-03-01,0.3914530238286672,0.2134168211403355,-0.46978050716377445,0.8966141494444455,82,2014,2023,1,3,0,110
tree_11,tree,2014-01-01,2023-03-01,0.3928709560492974,0.22039722700936032,-0.4628001012947496,0.9035945553134704,83,2014,2023,1,3,0,110
tree_12,tree,2014-01-01,2023-03-01,0.4327043121662171,0.2019421466106771,-0.4812551816934328,0.8851394749147871,84,2014,2023,1,3,0,110
tree_13,tree,2014-01-01,2023-03-01,0.3572523261643526,0.21508243080322276,-0.4681148975008872,0.8982797591073327,85,2014,2023,1,3,0,110
tree_14,tree,2014-01-01,2023-03-01,0.3342518656565635,0.204602611321553,-0.47859471698255696,0.887799939625663,86,2014,2023,1,3,0,110
tree_15,tree,2014-01-01,2023-03-01,0.2782520994930813,0.2122490989264463,-0.4709482293776637,0.8954464272305562,87,2014,2023,1,3,0,110
tree_16,tree,2014-01-01,2023-03-01,0.3538579913287109,0.20542906948166664,-0.47776825882244334,0.8886263977857766,88,2014,2023,1,3,0,110
tree_17,tree,2014-01-01,2023-03-01,0.3672435339545487,0.20444999049275636,-0.4787473378113536,0.8876473187968663,89,2014,2023,1,3,0,110
tree_18,tree,2014-01-01,2023-03-01,0.3276313882954088,0.2079087902425157,-0.4752885380615942,0.8911061185466257,90,2014,2023,1,3,0,110
tree_19,tree,2014-01-01,2023-03-01,0.3690534025559628,0.22281001104456863,-0.4603873172595413,0.9060073393486786,91,2014,2023,1,3,0,110
tree_20,tree,2014-01-01,2023-03-01,0.340094713694631,0.2420150211581639,-0.4411823071459461,0.9252123494622738,93,2014,2023,1,3,0,110
tree_21,tree,2014-01-01,2023-03-01,0.3416202092875933,0.20763090560077407,-0.4755664227033359,0.8908282339048841,94,2014,2023,1,3,0,110
tree_22,tree,2014-01-01,2023-03-01,0.4750723062119759,0.2504913899810563,-0.4327059383230537,0.9336887182851664,95,2014,2023,1,3,0,110
tree_23,tree,2014-01-01,2023-03-01,0.3367035377086127,0.21125556802122736,-0.4719417602828826,0.8944528963253373,96,2014,2023,1,3,0,110
tree_24,tree,2014-01-01,2023-03-01,0.3975904914439813,0.32154463599673766,-0.3616526923073723,1.0047419643008475,97,2014,2023,1,3,0,110
tree_25,tree,2014-01-01,2023-03-01,0.3780507709624853,0.21634245312823508,-0.4668548751758749,0.899539781432345,98,2014,2023,1,3,0,110
tree_26,tree,2014-01-01,2023-03-01,0.4160178516207345,0.19958587349496337,-0.4836114548091466,0.8827832017990733,99,2014,2023,1,3,0,110
tree_27,tree,2014-01-01,2023-03-01,0.3773482967877741,0.2663618256833411,-0.4168355026207689,0.949559153987451,100,2014,2023,1,3,0,110
tree_28,tree,2014-01-01,2023-03-01,0.399836113480962,0.2074945425784819,-0.4757027857256281,0.8906918708825918,101,2014,2023,1,3,0,110
tree_29,tree,2014-01-01,2023-03-01,0.4295012673234778,0.2402479340176515,-0.44294939428645846,0.9234452623217616,102,2014,2023,1,3,0,110
tree_30,tree,2014-01-01,2023-03-01,0.4049933297081137,0.24069214365401495,-0.44250518465009503,0.9238894719581248,104,2014,2023,1,3,0,110
tree_31,tree,2014-01-01,2023-03-01,0.3750066683822695,0.26343705933565237,-0.4197602689684576,0.9466343876397624,105,2014,2023,1,3,0,110
tree_32,tree,2014-01-01,2023-03-01,0.3766415879402143,0.20312514023419684,-0.48007218806991314,0.8863224685383068,106,2014,2023,1,3,0,110
tree_33,tree,2014-01-01,2023-03-01,0.4299486855235943,0.2179566845081665,-0.4652406437959435,0.9011540128122764,107,2014,2023,1,3,0,110
tree_34,tree,2014-01-01,2023-03-01,0.446453841982347,0.22316488522151903,-0.46003244308259095,0.906362213525629,108,2014,2023,1,3,0,110
tree_35,tree,2014-01-01,2023-03-01,0.3354637114229665,0.19015846573921005,-0.4930388625648999,0.87335579404332,109,2014,2023,1,3,0,110
tree_36,tree,2014-01-01,2023-03-01,0.3522417581872113,0.1955549631071296,-0.48764236519698034,0.8787522914112396,110,2014,2023,1,3,0,110
tree_37,tree,2014-01-01,2023-03-01,0.4478267473459384,0.2232365897204118,-0.4599607385836981,0.9064339180245218,111,2014,2023,1,3,0,110
tree_38,tree,2014-01-01,2023-03-01,0.3931487584818378,0.2068521119946949,-0.47634521630941506,0.8900494402988048,112,2014,2023,1,3,0,110
tree_39,tree,2014-01-01,2023-03-01,0.4062724218335181,0.20830195843157348,-0.4748953698725365,0.8914992867356835,113,2014,2023,1,3,0,110
tree_40,tree,2014-01-01,2023-03-01,0.6561437577475581,0.4221498518997111,-0.26104747640439885,1.105347180203821,115,2014,2023,1,3,0,110
tree_41,tree,2014-01-01,2023-03-01,0.418741297173072,0.26055652884465474,-0.4226407994594552,0.9437538571487648,116,2014,2023,1,3,0,110
