source,site_name,developer,country,longitude,latitude,status,date_commissioned,customers,geometry
CLUBER,Merile,Unkonwn,Kenya,37.7224,1.4192,Unknown,2017-07-01,0,POINT (37.7224 1.4192)
CLUBER,Mweru / River North Mathioya,Cube Energy Limited,Kenya,37.1,-0.6167,Unknown,2019-07-01,0,POINT (37.1 -0.6167)
CLUBER,Namba Koloo,Unkonwn,Kenya,34.2694,0.2386,Unknown,2017-07-01,0,POINT (34.2694 0.2386)
CLUBER,Nanna,Unkonwn,Kenya,37.9062,-0.0236,Unknown,2017-07-01,0,POINT (37.9062 -0.0236)
CLUBER,Ngodhe,Unkonwn,Kenya,34.1906,-0.3539,Unknown,2017-07-01,0,POINT (34.1906 -0.3539)
CLUBER,Nithi River,Civicon Ltd,Kenya,37.4067,-0.169,Unknown,2020-07-01,0,POINT (37.4067 -0.169)
CLUBER,Nyamindi River,"KTDA Ltd,",Kenya,37.3854,-0.5514,Unknown,2018-07-01,0,POINT (37.3854 -0.5514)
CLUBER,Nzoia (Sidhikho),Global Sustainable Ltd,Kenya,33.949,0.0485,Unknown,2018-07-01,0,POINT (33.949 0.0485)
CLUBER,Olenarau,Unkonwn,Kenya,37.0,1.8333,Unknown,2017-07-01,0,POINT (37 1.8333)
CLUBER,Olturoto,Unkonwn,Kenya,36.9376,-1.6431,Unknown,2017-07-01,0,POINT (36.9376 -1.6431)
CLUBER,Opiroi,Unkonwn,Kenya,36.8132,1.1554,Unknown,2017-07-01,0,POINT (36.8132 1.1554)
CLUBER,river Mathioya,Cube Energy Limited,Kenya,37.2474,-0.7082,Unknown,2019-07-01,0,POINT (37.2474 -0.7082)
CLUBER,River Nithi,Frontier Investment Management,Kenya,37.9782,-0.157,Unknown,2017-07-01,0,POINT (37.9782 -0.157)
CLUBER,River Nyamindi,Greenlight Holdings,Kenya,37.3854,-0.5514,Unknown,2018-07-01,0,POINT (37.3854 -0.5514)
CLUBER,River yala,Tindinyo Falls Resort,Kenya,34.1864,-0.0077,Unknown,2016-07-01,0,POINT (34.1864 -0.0077)
CLUBER,Sagan River,Kirengete Hydro Power Company/ Kirinyaga west hydro power company ltd,Kenya,37.2,-0.65,Unknown,2019-07-01,0,POINT (37.2 -0.65)
CLUBER,Sagana River,Lucid Power Generation Company,Kenya,37.2061,-0.6695,Unknown,2019-07-01,0,POINT (37.2061 -0.6695)
CLUBER,Takawiri,Unkonwn,Kenya,34.0878,-0.4756,Unknown,2017-07-01,0,POINT (34.0878 -0.4756)
CLUBER,Teremi Falls,"GenPro, Shp",Kenya,34.6333,0.75,Unknown,2016-07-01,0,POINT (34.6333 0.75)
CLUBER,Wasini/Mkwiro,Unkonwn,Kenya,39.3646,-4.6579,Unknown,2017-07-01,0,POINT (39.3646 -4.6579)
CLUBER,Webuye Falls,Que Energy/ western hydro,Kenya,34.7796,0.5992,Unknown,2018-07-01,0,POINT (34.7796 0.5992)
CLUBER,Margibi,Unkonwn,Liberia,-10.3049,6.5152,Unknown,2020-07-01,0,POINT (-10.3049 6.5152)
CLUBER,Bong,NRICA,Liberia,-9.6667,6.9,Unknown,2019-07-01,0,POINT (-9.6667 6.9)
CLUBER,Bong,Unkonwn,Liberia,-9.3673,6.8295,Operating,2016-07-01,0,POINT (-9.3673 6.8295)
CLUBER,Lofa,NRICA,Liberia,-9.7233,8.2011,Operating,2017-07-01,205,POINT (-9.7233 8.2011)
CLUBER,Lofa,PLAN & VOSIEDA,Liberia,-9.9233,8.1911,Operating,2017-07-01,0,POINT (-9.9233 8.1911)
CLUBER,Lofa,PLAN & VOSIEDA,Liberia,-9.6233,8.1611,Operating,2017-07-01,0,POINT (-9.6233 8.1611)
CLUBER,Lofa,PLAN & VOSIEDA,Liberia,-9.7233,8.1711,Operating,2017-07-01,0,POINT (-9.7233 8.1711)
CLUBER,Lofa,PLAN & VOSIEDA,Liberia,-9.7233,8.1911,Operating,2017-07-01,0,POINT (-9.7233 8.1911)
CLUBER,Lofa,RREA,Liberia,-9.7233,8.1811,Unknown,2019-07-01,50005,POINT (-9.7233 8.1811)
CLUBER,Lofa,PLAN & VOSIEDA,Liberia,-9.7233,8.2211,Operating,2017-07-01,0,POINT (-9.7233 8.2211)
CLUBER,Nimba,NRICA,Liberia,-8.6601,6.8428,Operating,2016-07-01,0,POINT (-8.6601 6.8428)
CLUBER,Belobaka,Henri Fraise et Fils,Madagascar,45.69,-18.98,Operating,2017-07-01,0,POINT (45.69 -18.98)
CLUBER,Mandalobe,CASIELEC,Madagascar,46.11,-19.11,Unknown,2017-07-01,2930,POINT (46.11 -19.11)
CLUBER,Antoby est,3ERAE,Madagascar,46.92,-19.07,Operating,2015-07-01,0,POINT (46.92 -19.07)
CLUBER,Fandriana,HIER,Madagascar,47.37,-20.23,Operating,2014-07-01,0,POINT (47.37 -20.23)
CLUBER,Soavina - Ilaka centre,HIER,Madagascar,47.16,-20.33,Operating,2015-07-01,0,POINT (47.16 -20.33)
CLUBER,Sahatona,HIER,Madagascar,47.1,-20.96,Unknown,2017-07-01,0,POINT (47.1 -20.96)
CLUBER,Tolongoina,SM3E,Madagascar,47.51,-21.55,Operating,2016-07-01,0,POINT (47.51 -21.55)
CLUBER,Bealalana,Unkonwn,Madagascar,48.75,-14.55,Unknown,2017-07-01,0,POINT (48.75 -14.55)
CLUBER,Amboanaivo,Association Angovo Soan'Androy,Madagascar,45.56,-25.13,Operating,2016-07-01,0,POINT (45.56 -25.13)
CLUBER,Beanantara,Association Fihamy,Madagascar,46.23,-25.05,Operating,2016-07-01,0,POINT (46.23 -25.05)
CLUBER,Maroalimainty,Association TELORAE TEA FAHAZAVAGNE,Madagascar,46.2,-25.16,Operating,2016-07-01,0,POINT (46.2 -25.16)
CLUBER,Marovato,Association Angovo Soan'Androy,Madagascar,45.74,-25.31,Operating,2016-07-01,0,POINT (45.74 -25.31)
CLUBER,Ifotaka,Entreprise TOKY Construction,Madagascar,46.13,-24.81,Operating,2015-07-01,0,POINT (46.13 -24.81)
CLUBER,Tanandava,Entreprise TOKY Construction,Madagascar,46.46,-25.13,Operating,2016-07-01,0,POINT (46.46 -25.13)
CLUBER,Mahatalaky,Entreprise TOKY Construction,Madagascar,47.08,-24.83,Operating,2015-07-01,0,POINT (47.08 -24.83)
CLUBER,Ankilizato,HIER,Madagascar,45.04,-20.41,Operating,2015-07-01,0,POINT (45.04 -20.41)
CLUBER,IhanakataneII / Commune de Talataye,Unkonwn,Mali,1.21,16.28,Unknown,2017-07-01,0,POINT (1.21 16.28)
CLUBER,Tabango / Commune de Bara,Unkonwn,Mali,0.46,15.73,Unknown,2017-07-01,0,POINT (0.46 15.73)
CLUBER,Ikarbaganene II / Commune de Tilemsi,NL,Mali,0.976,17.0247,Unknown,2017-07-01,0,POINT (0.976 17.0247)
CLUBER,Menaka,ETM,Mali,2.39,15.91,Unknown,2018-07-01,0,POINT (2.39 15.91)
CLUBER,Guindinta / Commune de Diakon,KAMA,Mali,-10.32,14.45,Operating,2015-07-01,0,POINT (-10.32 14.45)
CLUBER,Loumbama / Commune de Diakon,KAMA,Mali,-10.23,14.38,Unknown,2017-07-01,0,POINT (-10.23 14.38)
CLUBER,Trentoumou / Commune de Diakon,KAMA,Mali,-10.19,14.47,Unknown,2017-07-01,0,POINT (-10.19 14.47)
CLUBER,Farabougou / Commune de camara,sans opérateur,Mali,-7.75,13.58,Unknown,2017-07-01,0,POINT (-7.75 13.58)
CLUBER,Ambidédikoré / Commune de Kaffo,KURUMBA,Mali,-11.79,14.58,Unknown,2017-07-01,0,POINT (-11.79 14.58)
CLUBER,Aourou / Commune de Djelebou,GIE KAKERIFO,Mali,-11.58,14.97,Unknown,2017-07-01,0,POINT (-11.58 14.97)
CLUBER,Bongourou / Commune de Liberte Dembaya,sans opérateur,Mali,-11.51,14.48,Unknown,2017-07-01,0,POINT (-11.51 14.48)
CLUBER,Gakoura / Commune de Kafo,KURUMBA,Mali,-11.97,14.65,Unknown,2017-07-01,0,POINT (-11.97 14.65)
CLUBER,Sansangué / Commune de Guidimakan Kéry Kafo,NL,Mali,-11.96,14.78,Unknown,2017-07-01,0,POINT (-11.96 14.78)
CLUBER,Troun / Commune de Sero Diamanou,sans opérateur,Mali,-11.11,14.8,Unknown,2017-07-01,0,POINT (-11.11 14.8)
CLUBER,Falea / Commune de Falea,NL,Mali,-11.27,12.26,Unknown,2017-07-01,0,POINT (-11.27 12.26)
CLUBER,Dialaya / Commune de Bendougouba,sans opérateur,Mali,-9.42,13.01,Unknown,2017-07-01,0,POINT (-9.42 13.01)
CLUBER,Gavinane / Commune de Gavinane,Unkonwn,Mali,-9.88,15.13,Unknown,2017-07-01,0,POINT (-9.88 15.13)
CLUBER,Kouroukere / Commune de Yerere,NL,Mali,-9.48,15.42,Unknown,2017-07-01,0,POINT (-9.48 15.42)
CLUBER,Saourane,MOHACOM,Mali,-10.81,14.32,Operating,2014-07-01,0,POINT (-10.81 14.32)
CLUBER,Dialaka / Commune de Tringa,SSD Kuraye Kurumba,Mali,-10.8,14.63,Unknown,2017-07-01,0,POINT (-10.8 14.63)
CLUBER,Kodié / Commune de Guidime,SSD Kuraye Kurumba,Mali,-10.53,15.2,Unknown,2017-07-01,0,POINT (-10.53 15.2)
CLUBER,Sambaga / Commune de Diafounou Gory,SSD Kuraye Kurumba,Mali,-10.66,15.11,Unknown,2017-07-01,0,POINT (-10.66 15.11)
CLUBER,Sambakanou / Commune de Gory,SSD Kuraye Kurumba,Mali,-10.7,15.11,Unknown,2017-07-01,0,POINT (-10.7 15.11)
CLUBER,Batama,GIE KALAOU-MOULINE,Mali,-11.16,13.06,Unknown,2018-07-01,0,POINT (-11.16 13.06)
CLUBER,Diankounté,KAGNELA,Mali,-9.8459,13.0142,Unknown,2018-07-01,0,POINT (-9.8459 13.0142)
CLUBER,Digokory,ARLF,Mali,-12.0,14.67,Unknown,2018-07-01,0,POINT (-12 14.67)
CLUBER,Djédigui Kassé,KAMA,Mali,-10.29,14.47,Operating,2015-07-01,0,POINT (-10.29 14.47)
CLUBER,Djidjan,SOGEP,Mali,-9.45,13.2,Unknown,2018-07-01,0,POINT (-9.45 13.2)
CLUBER,Djoumara,BECI,Mali,-8.56,14.54,Unknown,2018-07-01,0,POINT (-8.56 14.54)
CLUBER,Dogofiry,SSD KK,Mali,-10.93,15.01,Unknown,2018-07-01,0,POINT (-10.93 15.01)
CLUBER,Doualé,KAMA,Mali,-10.31,14.45,Operating,2015-07-01,0,POINT (-10.31 14.45)
CLUBER,Gagny,SSD KK,Mali,-11.68,14.59,Unknown,2018-07-01,0,POINT (-11.68 14.59)
CLUBER,Gakoura,SSD KK,Mali,-11.97,14.65,Unknown,2018-07-01,0,POINT (-11.97 14.65)
CLUBER,Gory,SSD KK,Mali,-10.75,15.11,Unknown,2018-07-01,0,POINT (-10.75 15.11)
CLUBER,Gouméra,BLUE SKY,Mali,-11.3,14.55,Unknown,2018-07-01,0,POINT (-11.3 14.55)
CLUBER,Kabou,ARLF,Mali,-3.44,15.52,Unknown,2018-07-01,0,POINT (-3.44 15.52)
CLUBER,Kakoulou,GIE DJEYASSO,Mali,-5.64,13.48,Unknown,2018-07-01,0,POINT (-5.64 13.48)
CLUBER,Kalaou,GIE KALAOU-MOULINE,Mali,-10.98,14.53,Unknown,2018-07-01,0,POINT (-10.98 14.53)
CLUBER,Kandia,KAMA,Mali,-11.04,14.76,Operating,2015-07-01,0,POINT (-11.04 14.76)
CLUBER,Kembé,KAMA,Mali,-10.46,14.5,Unknown,2018-07-01,0,POINT (-10.46 14.5)
CLUBER,Kembélé,KAMA,Mali,-10.22,14.42,Unknown,2018-07-01,0,POINT (-10.22 14.42)
CLUBER,Kersignagné Diafounou,SSD KK,Mali,-10.87,15.07,Unknown,2018-07-01,0,POINT (-10.87 15.07)
CLUBER,Kersignagné Kaniaga,SSD KK,Mali,-10.98,14.99,Unknown,2018-07-01,0,POINT (-10.98 14.99)
CLUBER,Kirané,SSD KK,Mali,-10.23,15.41,Unknown,2018-07-01,0,POINT (-10.23 15.41)
CLUBER,Kokofata,SABOU,Mali,-9.94,12.88,Unknown,2018-07-01,0,POINT (-9.94 12.88)
CLUBER,Kouri,KAMA,Mali,-10.36,14.22,Unknown,2018-07-01,0,POINT (-10.36 14.22)
CLUBER,Kourounidifing,KAMA,Mali,-10.55,14.5,Operating,2015-07-01,0,POINT (-10.55 14.5)
CLUBER,Kourounikoto,SOGEP,Mali,-10.4,12.6,Unknown,2018-07-01,0,POINT (-10.4 12.6)
CLUBER,Lambidou,ABIS DISTRIBUTION,Mali,-9.56,14.31,Unknown,2018-07-01,0,POINT (-9.56 14.31)
CLUBER,Madiga Sacko,KAMA,Mali,-9.3,14.35,Unknown,2018-07-01,0,POINT (-9.3 14.35)
CLUBER,Madina,KAMA,Mali,-8.86,13.4,Operating,2015-07-01,0,POINT (-8.86 13.4)
CLUBER,Mélo,BLUE SKY,Mali,-11.02,14.78,Unknown,2018-07-01,0,POINT (-11.02 14.78)
CLUBER,Sagabary,EGEC,Mali,-9.8,12.58,Unknown,2018-07-01,0,POINT (-9.8 12.58)
CLUBER,Sélinkégni,MOHA-COM,Mali,-10.78,14.09,Unknown,2018-07-01,0,POINT (-10.78 14.09)
CLUBER,Séro,BLUE SKY,Mali,-11.06,14.8,Unknown,2018-07-01,0,POINT (-11.06 14.8)
CLUBER,Soboukou,ARLF,Mali,-11.98,14.66,Unknown,2018-07-01,0,POINT (-11.98 14.66)
CLUBER,Tambaga,ESE2,Mali,-9.22,15.29,Unknown,2018-07-01,0,POINT (-9.22 15.29)
CLUBER,Tigana,MOHACOM,Mali,-10.76,14.26,Operating,2014-07-01,0,POINT (-10.76 14.26)
CLUBER,Toukoto,Unkonwn,Mali,-9.88,13.44,Unknown,2018-07-01,0,POINT (-9.88 13.44)
CLUBER,Troungoumbé,BMB,Mali,-9.23,15.26,Unknown,2018-07-01,0,POINT (-9.23 15.26)
CLUBER,Yaguiné-Sambakanou,SSD KK,Mali,-10.72,15.13,Unknown,2018-07-01,0,POINT (-10.72 15.13)
CLUBER,Essouk / Commune de Essouk,Comité local,Mali,2.34,18.83,Unknown,2017-07-01,0,POINT (2.34 18.83)
CLUBER,Adjelhock / Commune de Tessalit,NL,Mali,0.85,19.46,Unknown,2017-07-01,0,POINT (0.85 19.46)
CLUBER,Kiban / Commune de Kiban,Unkonwn,Mali,-7.35,13.57,Unknown,2017-07-01,0,POINT (-7.35 13.57)
CLUBER,Béléko Soba / Commune de Diedougou,NL,Mali,-6.4,12.47,Unknown,2017-07-01,0,POINT (-6.4 12.47)
CLUBER,Déguéla / Commune de Minidian,NL,Mali,-8.39,11.98,Unknown,2017-07-01,0,POINT (-8.39 11.98)
CLUBER,Kafara / Commune de Ouellessobougou,SAFEELEC,Mali,-7.8,12.13,Unknown,2017-07-01,0,POINT (-7.8 12.13)
CLUBER,Kéniéroba / Commune de Bancoumana,NL,Mali,-8.33,12.1,Unknown,2017-07-01,0,POINT (-8.33 12.1)
CLUBER,N'Tjiba,ACCESS,Mali,-7.36,12.31,Operating,2017-07-01,0,POINT (-7.36 12.31)
CLUBER,Néguéla / Commune de Bossofala,NL,Mali,-6.5,11.26,Unknown,2017-07-01,0,POINT (-6.5 11.26)
CLUBER,Sougoula / Commune de Ouellessobougou,SAFEELEC,Mali,-7.77,12.08,Unknown,2017-07-01,0,POINT (-7.77 12.08)
CLUBER,Tiélé / Commune de Tiele,NL,Mali,-7.57,12.3,Unknown,2017-07-01,0,POINT (-7.57 12.3)
CLUBER,Yelekebougou / Commune de Yelekebougou,NL,Mali,-8.03,12.96,Unknown,2017-07-01,0,POINT (-8.03 12.96)
CLUBER,Ouolodo / Commune de Oulodo,NL,Mali,-7.92,13.19,Unknown,2017-07-01,0,POINT (-7.92 13.19)
CLUBER,Tioribougou / Commune de Tioribougou,NL,Mali,-7.98,13.37,Unknown,2017-07-01,0,POINT (-7.98 13.37)
CLUBER,Tioribougou / Commune de Tioribougou,NL,Mali,-7.98,13.37,Unknown,2017-07-01,0,POINT (-7.98 13.37)
CLUBER,Doumba / Commune de Doumba,NL,Mali,-7.61,13.02,Unknown,2017-07-01,0,POINT (-7.61 13.02)
CLUBER,Sirakorola-Ouest / Commune de Sirakorola,NL,Mali,-7.56,13.28,Unknown,2017-07-01,0,POINT (-7.56 13.28)
CLUBER,Balle / Commune de Dogofry,Unkonwn,Mali,-8.58,15.33,Unknown,2017-07-01,0,POINT (-8.58 15.33)
CLUBER,Dilly / Commune de Dilly,Unkonwn,Mali,-7.66,14.99,Unknown,2017-07-01,0,POINT (-7.66 14.99)
CLUBER,Guire / Commune de Guire,NL,Mali,-6.69,14.64,Unknown,2017-07-01,0,POINT (-6.69 14.64)
CLUBER,Bancoumana,ACCESS sarl,Mali,-8.26,12.2,Operating,2015-07-01,0,POINT (-8.26 12.2)
CLUBER,Digan,SAFELEC,Mali,-6.8,10.86,Unknown,2018-07-01,0,POINT (-6.8 10.86)
CLUBER,Kéla,YIRIIMEX,Mali,-8.45,11.89,Unknown,2018-07-01,0,POINT (-8.45 11.89)
CLUBER,Korokoto,KNEM,Mali,-10.08,12.58,Unknown,2018-07-01,0,POINT (-10.08 12.58)
CLUBER,Kourémalé,SPE,Mali,-8.78,11.95,Operating,2015-07-01,0,POINT (-8.78 11.95)
CLUBER,Sanankoro Djitoumou,SAFEELEC,Mali,-6.6,10.83,Unknown,2018-07-01,0,POINT (-6.6 10.83)
CLUBER,Tinkélé,SAFEELEC,Mali,-7.96,11.89,Unknown,2018-07-01,0,POINT (-7.96 11.89)
CLUBER,Konio / Commune de Dandougou- Fakala,NL,Mali,-4.47,13.68,Unknown,2017-07-01,0,POINT (-4.47 13.68)
CLUBER,Kouakourou / Commune de Kewa,NL,Mali,-4.49,14.22,Unknown,2017-07-01,0,POINT (-4.49 14.22)
CLUBER,Madiama / Commune de Madiama,NL,Mali,-4.39,13.79,Unknown,2017-07-01,0,POINT (-4.39 13.79)
CLUBER,Soha / Commune de Nema-badenyakafo,Unkonwn,Mali,-4.71,13.87,Unknown,2017-07-01,0,POINT (-4.71 13.87)
CLUBER,Somadougou / Commune de Sio,NL,Mali,-4.06,14.28,Unknown,2017-07-01,0,POINT (-4.06 14.28)
CLUBER,Boré / Commune de Dangol-Boré,NL,Mali,-3.48,15.13,Unknown,2017-07-01,0,POINT (-3.48 15.13)
CLUBER,Hombori / Commune de Hombori,Unkonwn,Mali,-1.7,15.28,Unknown,2017-07-01,0,POINT (-1.7 15.28)
CLUBER,Hamdallaye / Commune de Sio,sans opérateur,Mali,-4.09,14.33,Unknown,2017-07-01,0,POINT (-4.09 14.33)
CLUBER,Soufourlaye / Commune de Sio,NL,Mali,-4.08,14.41,Unknown,2017-07-01,0,POINT (-4.08 14.41)
CLUBER,Dioura / Commune de Kareri,NL,Mali,-5.22,14.88,Unknown,2017-07-01,0,POINT (-5.22 14.88)
CLUBER,Toguere Coumbé / Commune de Toguere Coumbé,NL,Mali,-4.59,14.91,Unknown,2017-07-01,0,POINT (-4.59 14.91)
CLUBER,Nouh Peulh / Commune de Diafarabe,sans opérateur,Mali,-4.98,14.14,Unknown,2017-07-01,0,POINT (-4.98 14.14)
CLUBER,Boni,EGI,Mali,-2.22,15.07,Unknown,2018-07-01,0,POINT (-2.22 15.07)
CLUBER,Dia,SEER,Mali,-4.95,14.35,Unknown,2018-07-01,0,POINT (-4.95 14.35)
CLUBER,Dinagourou,KAMA,Mali,-2.24,14.44,Unknown,2018-07-01,0,POINT (-2.24 14.44)
CLUBER,Douary,KAMA,Mali,-2.3,14.53,Unknown,2018-07-01,0,POINT (-2.3 14.53)
CLUBER,Téné,FASO TRAVAUX,Mali,-4.8,13.33,Unknown,2018-07-01,0,POINT (-4.8 13.33)
CLUBER,Fangasso / Commune de Fangasso,NL,Mali,-4.64,13.33,Unknown,2017-07-01,0,POINT (-4.64 13.33)
CLUBER,Tamani / Commune de Tamani,NL,Mali,-6.83,13.33,Unknown,2017-07-01,0,POINT (-6.83 13.33)
CLUBER,Diaramana / Commune de Diaramana,Unkonwn,Mali,-5.41,12.84,Unknown,2017-07-01,0,POINT (-5.41 12.84)
CLUBER,Dougouolo / Commune de Dougouolo,NL,Mali,-5.56,12.92,Unknown,2017-07-01,0,POINT (-5.56 12.92)
CLUBER,Bertha / Commune de Saloba,Unkonwn,Mali,-5.19,13.72,Unknown,2018-07-01,0,POINT (-5.19 13.72)
CLUBER,Boubamorybougou / Commune de Sana,Unkonwn,Mali,-5.08,13.82,Unknown,2018-07-01,0,POINT (-5.08 13.82)
CLUBER,Diago / Commune de Sana,Unkonwn,Mali,-8.15,12.77,Unknown,2018-07-01,0,POINT (-8.15 12.77)
CLUBER,Diffoula / Commune de Saloba,Unkonwn,Mali,-5.24,13.68,Unknown,2018-07-01,0,POINT (-5.24 13.68)
CLUBER,Dionbougouba / Commune de Saloba,Unkonwn,Mali,-5.21,13.71,Unknown,2018-07-01,0,POINT (-5.21 13.71)
CLUBER,Dionbougoura / Commune de Saloba,Unkonwn,Mali,-5.24,13.69,Unknown,2018-07-01,0,POINT (-5.24 13.69)
CLUBER,Kakan / Commune de Saloba,Unkonwn,Mali,-5.54,13.92,Unknown,2018-07-01,0,POINT (-5.54 13.92)
CLUBER,Kallala Bambara / Commune de Sana,Unkonwn,Mali,-5.11,13.76,Unknown,2018-07-01,0,POINT (-5.11 13.76)
CLUBER,Kallala Peulh / Commune de Sana,Unkonwn,Mali,-5.11,13.77,Unknown,2018-07-01,0,POINT (-5.11 13.77)
CLUBER,Kerta / Commune de Sana,Unkonwn,Mali,-5.0,13.77,Unknown,2018-07-01,0,POINT (-5 13.77)
CLUBER,Kienkourou / Commune de Sana,Unkonwn,Mali,-5.03,13.81,Unknown,2018-07-01,0,POINT (-5.03 13.81)
CLUBER,Kougodiani / Commune de Sana,Unkonwn,Mali,-5.01,13.8,Unknown,2018-07-01,0,POINT (-5.01 13.8)
CLUBER,Mangoni / Commune de Saloba,Unkonwn,Mali,-5.29,13.67,Unknown,2018-07-01,0,POINT (-5.29 13.67)
CLUBER,Massa Were / Commune de Saloba,Unkonwn,Mali,-5.29,13.66,Unknown,2018-07-01,0,POINT (-5.29 13.66)
CLUBER,Matomo / Commune de Matomo,NL,Mali,-4.9667,13.85,Unknown,2017-07-01,0,POINT (-4.9667 13.85)
CLUBER,Missena / Commune de Saloba,Unkonwn,Mali,-5.27,13.7,Unknown,2018-07-01,0,POINT (-5.27 13.7)
CLUBER,Motomo / Commune de Sana,Unkonwn,Mali,-4.97,13.64,Unknown,2018-07-01,0,POINT (-4.97 13.64)
CLUBER,Niantilela / Commune de Saloba,Unkonwn,Mali,-5.25,13.71,Unknown,2018-07-01,0,POINT (-5.25 13.71)
CLUBER,Ouan Marka / Commune de Saloba,Unkonwn,Mali,-5.27,13.69,Unknown,2018-07-01,0,POINT (-5.27 13.69)
CLUBER,Sarro / Commune de Saloba,Unkonwn,Mali,-5.23,13.72,Unknown,2017-07-01,0,POINT (-5.23 13.72)
CLUBER,Sarro / Commune de Saloba,Unkonwn,Mali,-5.24,13.72,Unknown,2018-07-01,0,POINT (-5.24 13.72)
CLUBER,Saye / Commune de Sana,Unkonwn,Mali,-5.0,13.82,Unknown,2018-07-01,0,POINT (-5 13.82)
CLUBER,Sellen / Commune de Saloba,Unkonwn,Mali,-5.21,13.69,Unknown,2018-07-01,0,POINT (-5.21 13.69)
CLUBER,Sewere / Commune de Sana,Unkonwn,Mali,-4.99,13.81,Unknown,2018-07-01,0,POINT (-4.99 13.81)
CLUBER,Tlengolola / Commune de Sana,Unkonwn,Mali,-5.05,13.81,Unknown,2018-07-01,0,POINT (-5.05 13.81)
CLUBER,Toumabougou / Commune de Saloba,Unkonwn,Mali,-5.23,13.69,Unknown,2018-07-01,0,POINT (-5.23 13.69)
CLUBER,Diambé / Commune de Diabaly,NL,Mali,-5.9,14.62,Unknown,2017-07-01,0,POINT (-5.9 14.62)
CLUBER,Dinso / Commune de N'Goa,NL,Mali,-8.08,10.46,Unknown,2017-07-01,0,POINT (-8.08 10.46)
CLUBER,Mandiakuy / Commune de Mandiakuy,NL,Mali,-4.46,13.01,Unknown,2017-07-01,0,POINT (-4.46 13.01)
CLUBER,Sy / Commune de Sy,NL,Mali,-4.97,13.6,Unknown,2017-07-01,0,POINT (-4.97 13.6)
CLUBER,Cinzana / Commune de Cinzana,SDD,Mali,-5.96,13.26,Unknown,2017-07-01,0,POINT (-5.96 13.26)
CLUBER,Dougoukouna / Commune de Sebougou,SDD,Mali,-6.37,13.37,Unknown,2017-07-01,0,POINT (-6.37 13.37)
CLUBER,Koula / Commune de Koula,NL,Mali,-7.65,13.11,Unknown,2017-07-01,0,POINT (-7.65 13.11)
CLUBER,Boidié,GIE FITINE,Mali,-6.87,13.12,Unknown,2018-07-01,0,POINT (-6.87 13.12)
CLUBER,Dioro,EPRODED,Mali,-6.5,12.83,Unknown,2018-07-01,0,POINT (-6.5 12.83)
CLUBER,Farakala,SEECO,Mali,-5.35,12.91,Unknown,2018-07-01,0,POINT (-5.35 12.91)
CLUBER,Kamba,GIE FITINE,Mali,-2.98,12.63,Unknown,2018-07-01,0,POINT (-2.98 12.63)
CLUBER,Sokolo,SEECO,Mali,-6.11,14.73,Unknown,2018-07-01,0,POINT (-6.11 14.73)
CLUBER,Ténéni,SEECO,Mali,-4.79,13.33,Operating,2015-07-01,0,POINT (-4.79 13.33)
CLUBER,Touna,SEECO,Mali,-5.83,13.11,Unknown,2018-07-01,0,POINT (-5.83 13.11)
CLUBER,Yangasso,SEECO,Mali,-5.32,13.06,Unknown,2018-07-01,0,POINT (-5.32 13.06)
CLUBER,Koualé / Commune de Koumantou,sans opérateur,Mali,-7.01,11.4,Unknown,2017-07-01,0,POINT (-7.01 11.4)
CLUBER,SANSO / Commune de SANSO,SSD YELEN KURA,Mali,-6.84,11.71,Unknown,2017-07-01,0,POINT (-6.84 11.71)
CLUBER,Sido / Commune de Sido,sans opérateur,Mali,-7.6,11.67,Unknown,2017-07-01,0,POINT (-7.6 11.67)
CLUBER,Denié,ACCESS,Mali,-6.4344,11.54,Unknown,2018-07-01,0,POINT (-6.4344 11.54)
CLUBER,FIZANKORO / Commune de KONSEGUELA,SSD YELEN KURA,Mali,-5.76,12.39,Unknown,2017-07-01,0,POINT (-5.76 12.39)
CLUBER,GOUANTIESSO / Commune de M'PESSOBA,SSD YELEN KURA,Mali,-5.56,12.73,Unknown,2017-07-01,0,POINT (-5.56 12.73)
CLUBER,KINTIERI / Commune de M'PESSOBA,SSD YELEN KURA,Mali,-5.71,12.73,Unknown,2017-07-01,0,POINT (-5.71 12.73)
CLUBER,Dembéla / Commune de Dembela,sans opérateur,Mali,-6.36,11.73,Unknown,2017-07-01,0,POINT (-6.36 11.73)
CLUBER,Missirikoro / Commune de Missirikoro,sans opérateur,Mali,-5.75,11.26,Unknown,2017-07-01,0,POINT (-5.75 11.26)
CLUBER,N'kourala / Commune de Kapolondougou,ACCESS,Mali,-6.1,11.35,Unknown,2017-07-01,0,POINT (-6.1 11.35)
CLUBER,Samogossoni / Commune de Diomatene,sans opérateur,Mali,-5.62,11.39,Unknown,2017-07-01,0,POINT (-5.62 11.39)
CLUBER,Sirakoro / Commune de Yiridougou,ESE2,Mali,-9.22,12.68,Unknown,2017-07-01,0,POINT (-9.22 12.68)
CLUBER,Ouassada / Commune de Wassoulou-bale,sans opérateur,Mali,-8.05,11.05,Unknown,2017-07-01,0,POINT (-8.05 11.05)
CLUBER,N'GOROLA / Commune de KOURY,SSD YELEN KURA,Mali,-4.72,12.26,Unknown,2017-07-01,0,POINT (-4.72 12.26)
